source_id,reservoir_id,reservoir_name,title,url,raw_host,official_owner,document_type,source_tier,selection_reason,access_date,acquisition_method,content_type,content_sha256,duplicate_of,status,raw_file_saved,raw_file_path,extracted_text_saved,extracted_text_path,extracted_text_length
LP-20260626-B-016,597,Lake Powell,A simplified water temperature model for the Colorado River below Glen Canyon Dam,https://doi.org/10.1002/rra.1179,doi.org,River Research and Applications,research_paper,TR-B,OpenAlex-discovered research/technical source expected to support Lake Powell operation KU extraction or source verification.,2026-06-26,stage1_rerun_20260626_cached_discovery_live_download,,,,failed: HTTP Error 403: Forbidden,False,,False,,0
LP-20260626-B-017,597,Lake Powell,"Water-Temperature Data for the Colorado River and Tributaries Between Glen Canyon Dam and Spencer Canyon, Northern Arizona, 1988-2005",https://doi.org/10.3133/ds251,doi.org,Data series,research_paper,TR-B,OpenAlex-discovered research/technical source expected to support Lake Powell operation KU extraction or source verification.,2026-06-26,stage1_rerun_20260626_cached_discovery_live_download,text/html; charset=utf-8,5e77b08de43d7daccc80d7fcdf55f75741a760f6c85003efbc3de20d0a88b500,,ok,True,case study\reservoir-knowledge-base-agentic-workflow\runs\lake_powell_20260626\sources\raw\LP-20260626-B-017_water_temperature_data_for_the_colorado_river_and_tributaries_between_glen_canyo.html,True,case study\reservoir-knowledge-base-agentic-workflow\runs\lake_powell_20260626\sources\text\LP-20260626-B-017_water_temperature_data_for_the_colorado_river_and_tributaries_between_glen_canyo.txt,3243
LP-20260626-B-018,597,Lake Powell,"Effects of three high-flow experiments on the Colorado River ecosystem downstream from Glen Canyon Dam, Arizona",https://doi.org/10.3133/cir1366,doi.org,U.S. Geological Survey circular/U.S. Geological Survey Circular,research_paper,TR-B,OpenAlex-discovered research/technical source expected to support Lake Powell operation KU extraction or source verification.,2026-06-26,stage1_rerun_20260626_cached_discovery_live_download,text/html; charset=utf-8,82960aed65810cad042b694802493b4dd75e3543f139bcc446a2431562f2b76c,,ok,True,case study\reservoir-knowledge-base-agentic-workflow\runs\lake_powell_20260626\sources\raw\LP-20260626-B-018_effects_of_three_high_flow_experiments_on_the_colorado_river_ecosystem_downstrea.html,True,case study\reservoir-knowledge-base-agentic-workflow\runs\lake_powell_20260626\sources\text\LP-20260626-B-018_effects_of_three_high_flow_experiments_on_the_colorado_river_ecosystem_downstrea.txt,5409
LP-20260626-B-019,597,Lake Powell,Modeling the Impacts of Glen Canyon Dam Operations on Colorado River Resources,https://www.usbr.gov/uc/progact/amp/pdfs/LTEMP/20240408-ModelingImpactsGlenCanyonDamOperationsColoradoRiverResources-508-UCRO.pdf,www.usbr.gov,Bureau of Reclamation / technical authors,technical_memo,TR-B,Technical report/modeling source directly about impacts of Glen Canyon Dam operations.,2026-06-26,stage1_rerun_20260626_cached_discovery_live_download,application/pdf,7185897914273ee6fd6593e8750ddd51e49cf3fff5ca8962a18e08536b340c99,,ok,True,case study\reservoir-knowledge-base-agentic-workflow\runs\lake_powell_20260626\sources\raw\LP-20260626-B-019_modeling_the_impacts_of_glen_canyon_dam_operations_on_colorado_river_resources.pdf,True,case study\reservoir-knowledge-base-agentic-workflow\runs\lake_powell_20260626\sources\text\LP-20260626-B-019_modeling_the_impacts_of_glen_canyon_dam_operations_on_colorado_river_resources.txt,209625
LP-20260626-B-020,597,Lake Powell,LTEMP Science Plan - Glen Canyon Dam AMP,https://gcdamp.com/index.php/LTEMP_Science_Plan,gcdamp.com,Glen Canyon Dam AMP,technical_memo,TR-B,Program science plan explaining LTEMP monitoring and downstream resource concerns.,2026-06-26,stage1_rerun_20260626_cached_discovery_live_download,text/html; charset=UTF-8,f716483536f0051a0dfea2a6ad8d8868e6387bcda19cd374d13eecb918b69536,,ok,True,case study\reservoir-knowledge-base-agentic-workflow\runs\lake_powell_20260626\sources\raw\LP-20260626-B-020_ltemp_science_plan_glen_canyon_dam_amp.html,True,case study\reservoir-knowledge-base-agentic-workflow\runs\lake_powell_20260626\sources\text\LP-20260626-B-020_ltemp_science_plan_glen_canyon_dam_amp.txt,71504
LP-20260626-C-001,597,Lake Powell,AP News: Plumbing problem at Glen Canyon Dam brings new threat to Colorado River system,https://apnews.com/article/colorado-river-climate-change-glen-canyon-dam-25901fb7e9f6896a27c1493a4bbf22f3,apnews.com,AP News,event_case_report,TR-C,Credible media source identifying public concern about river outlet works and delivery risks.,2026-06-26,stage1_rerun_20260626_cached_discovery_live_download,text/html;charset=UTF-8,564fd32e947e0718e38ae1adafef431be75bf40dbb90fbc8054ffa84a653972b,,ok,True,case study\reservoir-knowledge-base-agentic-workflow\runs\lake_powell_20260626\sources\raw\LP-20260626-C-001_ap_news_plumbing_problem_at_glen_canyon_dam_brings_new_threat_to_colorado_river_.html,True,case study\reservoir-knowledge-base-agentic-workflow\runs\lake_powell_20260626\sources\text\LP-20260626-C-001_ap_news_plumbing_problem_at_glen_canyon_dam_brings_new_threat_to_colorado_river_.txt,43512
LP-20260626-C-002,597,Lake Powell,Circle of Blue: Glen Canyon Dam faces its existential moment,https://www.circleofblue.org/2026/supply/glen-canyon-dam-faces-its-existential-moment/,www.circleofblue.org,Circle of Blue,event_case_report,TR-C,Context source framing Glen Canyon Dam as a water-supply chokepoint under low reservoir conditions.,2026-06-26,stage1_rerun_20260626_cached_discovery_live_download,text/html; charset=UTF-8,7e084697b19feb8939b01d523f65d7e01a70ed3210390af57be837f1bdef84e2,,ok,True,case study\reservoir-knowledge-base-agentic-workflow\runs\lake_powell_20260626\sources\raw\LP-20260626-C-002_circle_of_blue_glen_canyon_dam_faces_its_existential_moment.html,True,case study\reservoir-knowledge-base-agentic-workflow\runs\lake_powell_20260626\sources\text\LP-20260626-C-002_circle_of_blue_glen_canyon_dam_faces_its_existential_moment.txt,51465
LP-20260626-C-003,597,Lake Powell,Mavens Notebook: Colorado River Post-2026 Operations Lower Basin proposal and next steps,https://mavensnotebook.com/2026/05/13/colorado-river-post-2026-operations-lower-basin-proposal-and-next-steps/,mavensnotebook.com,Maven's Notebook,event_case_report,TR-C,Context source on post-2026 proposal debates and release-policy issues.,2026-06-26,stage1_rerun_20260626_cached_discovery_live_download,,,,failed: HTTP Error 307: Temporary Redirect,False,,False,,0
LP-20260626-C-004,597,Lake Powell,High Country News: The coming failure of Glen Canyon Dam,https://www.hcn.org/articles/the-coming-failure-of-glen-canyon-dam/,www.hcn.org,High Country News,event_case_report,TR-C,"Context source discussing minimum power pool, penstocks, and river outlet works concerns.",2026-06-26,stage1_rerun_20260626_cached_discovery_live_download,text/html; charset=UTF-8,613bc9552c5d88608133c0f0ffa07f0d7fb3ecb4cb8ce5a2d2fd12e3d09b7dbb,,ok,True,case study\reservoir-knowledge-base-agentic-workflow\runs\lake_powell_20260626\sources\raw\LP-20260626-C-004_high_country_news_the_coming_failure_of_glen_canyon_dam.html,True,case study\reservoir-knowledge-base-agentic-workflow\runs\lake_powell_20260626\sources\text\LP-20260626-C-004_high_country_news_the_coming_failure_of_glen_canyon_dam.txt,28181
LP-20260626-C-005,597,Lake Powell,Grand Canyon Trust: How Glen Canyon Dam Works,https://www.grandcanyontrust.org/blog/how-glen-canyon-dam-works/,www.grandcanyontrust.org,Grand Canyon Trust,event_case_report,TR-C,Stakeholder/context explainer on Glen Canyon Dam operations and low-water constraints.,2026-06-26,stage1_rerun_20260626_cached_discovery_live_download,text/html; charset=UTF-8,768a5d1eb88e863a2ffd7eb732e60039cf61d55f3b8192880820c66aec704090,,ok,True,case study\reservoir-knowledge-base-agentic-workflow\runs\lake_powell_20260626\sources\raw\LP-20260626-C-005_grand_canyon_trust_how_glen_canyon_dam_works.html,True,case study\reservoir-knowledge-base-agentic-workflow\runs\lake_powell_20260626\sources\text\LP-20260626-C-005_grand_canyon_trust_how_glen_canyon_dam_works.txt,9343
LP-20260626-C-006,597,Lake Powell,Living on Earth: Drought Threatens Hydropower,https://www.loe.org/shows/segments.html?programID=22-P13-00019&segmentID=1,www.loe.org,Living on Earth,event_case_report,TR-C,Media context on Lake Powell release reductions and hydropower risk.,2026-06-26,stage1_rerun_20260626_cached_discovery_live_download,text/html; charset=UTF-8,e4151adf9d01ab1aaaac938d3be33fee0058b89f3214cc60cc5d451e56b48a78,,ok,True,case study\reservoir-knowledge-base-agentic-workflow\runs\lake_powell_20260626\sources\raw\LP-20260626-C-006_living_on_earth_drought_threatens_hydropower.html,True,case study\reservoir-knowledge-base-agentic-workflow\runs\lake_powell_20260626\sources\text\LP-20260626-C-006_living_on_earth_drought_threatens_hydropower.txt,13946
LP-20260626-C-007,597,Lake Powell,AP News: Lake Powell hits historic low raising hydropower concerns,https://apnews.com/article/lake-powell-drought-hydropower-colorado-river-619790b577eabc81cfa2d9b9b6ca2fe1,apnews.com,AP News,event_case_report,TR-C,Credible media source on critical elevation and hydropower concern.,2026-06-26,stage1_rerun_20260626_cached_discovery_live_download,text/html;charset=UTF-8,6472403c2e1887e468491b025e4b7bf4a749110403b16d9bade27673e844527b,,ok,True,case study\reservoir-knowledge-base-agentic-workflow\runs\lake_powell_20260626\sources\raw\LP-20260626-C-007_ap_news_lake_powell_hits_historic_low_raising_hydropower_concerns.html,True,case study\reservoir-knowledge-base-agentic-workflow\runs\lake_powell_20260626\sources\text\LP-20260626-C-007_ap_news_lake_powell_hits_historic_low_raising_hydropower_concerns.txt,53207
LP-20260626-C-008,597,Lake Powell,ENR: Two Dams Now Set the Colorado River Post-2026 Reality,https://www.enr.com/articles/62393-two-dams-now-set-the-colorado-rivers-post-2026-reality,www.enr.com,ENR,event_case_report,TR-C,Engineering media context connecting Lake Powell and Lake Mead operational constraints.,2026-06-26,stage1_rerun_20260626_cached_discovery_live_download,text/html; charset=utf-8,12a77d8d8f773201613d4437abeaa0f45271d3c88427053e701d89126c2722c5,,ok,True,case study\reservoir-knowledge-base-agentic-workflow\runs\lake_powell_20260626\sources\raw\LP-20260626-C-008_enr_two_dams_now_set_the_colorado_river_post_2026_reality.html,True,case study\reservoir-knowledge-base-agentic-workflow\runs\lake_powell_20260626\sources\text\LP-20260626-C-008_enr_two_dams_now_set_the_colorado_river_post_2026_reality.txt,11783
